Unnamed: 0,number,point_2_x,point_2_y,point_l_x,point_l_y,speed
0,2001,972.48376,435.46393,956.065,434.8636,66.93748907937842
0,2002,969.4515,435.52612,952.9481,434.8969,66.94806075812629
0,2003,966.5825,435.68088,949.9246,435.10953,66.95944469352351
0,2004,964.0846,436.12402000000003,947.2048300000001,435.39862,66.96845736868438
0,2005,963.1613464355468,436.9336929321289,948.0,437.0,66.97912366612394
0,2006,967.3918914794922,436.6928176879883,950.3743133544922,436.1459197998047,66.78644412571076
0,2007,970.0377731323242,437.38404083251953,953.1823120117188,436.86157989501953,66.7830421903806
0,2008,972.8629913330078,438.15792083740234,956.0069351196288,437.5367202758789,66.7305265842428
0,2009,975.8727645874023,438.9019927978516,958.8020095825196,438.1295928955078,66.72795984620176
0,2010,977.7178192138672,438.17664337158203,961.7100982666016,438.0952453613281,66.73962358978376
0,2011,982.3202514648438,439.5879135131836,964.9902191162108,438.7926788330078,66.47982211282164
0,2012,984.6326522827147,439.6299514770508,967.6807250976562,439.17315673828125,66.47547368896036
0,2013,987.9013671875,440.20519256591797,970.662109375,439.5746307373047,66.28531437795851
0,2014,990.6147003173828,440.2378463745117,973.7386474609376,439.6885299682617,66.15636806532167
0,2015,993.0,440.0,977.0,441.0,66.14929166337133
0,2016,996.4122772216797,440.69459533691406,979.6527404785156,440.6487579345703,66.10282617255803
0,2017,999.6366271972656,441.4733276367188,982.5737762451172,441.0024948120117,66.08682300045731
0,2018,1002.4646530151367,442.0250701904297,985.5581130981444,441.3628540039063,66.06749321531287
0,2019,1005.0566024780272,442.4513931274414,988.493766784668,442.202392578125,66.06541381053515
0,2020,1007.8772201538086,443.03102111816406,991.3704223632812,442.6795120239258,66.03567271231123
0,2021,1011.1836318969728,443.1515655517578,994.3434524536133,442.80321502685547,66.03162669219398
0,2022,1014.0842819213867,443.59520721435547,997.1514663696288,443.24535369873047,66.04272513579502
0,2023,1016.7758102416992,444.5136032104492,1000.0711059570312,443.8035125732422,66.05490723554695
0,2024,1016.9280014038086,444.4745407104492,1002.8865203857422,444.3314056396485,66.06470448967097
0,2025,1022.5021820068359,445.3025360107422,1005.6822204589844,444.5535583496094,66.07592613363977
0,2026,1025.271514892578,445.5223846435547,1008.407844543457,445.00215911865234,66.0863998064345
0,2027,1028.441520690918,445.8427734375,1011.3974227905272,445.2354583740234,66.05000896758314
0,2028,1030.6000366210938,445.9039459228516,1014.3262252807616,445.5588912963867,66.04921807952266
0,2029,1033.6227569580078,445.86949920654297,1017.3255310058594,445.8534469604492,66.06003993542585
0,2030,1036.696517944336,446.2716674804688,1020.0483856201172,446.28450775146484,66.07224430326166
0,2031,1039.1126251220703,446.73111724853516,1022.6602249145508,446.4093475341797,66.08236322244069
0,2032,1041.610580444336,446.294174194336,1025.4006423950198,446.4089660644531,66.09348114303296
0,2033,1044.7290267944336,446.5639266967773,1028.1634368896484,446.2582321166992,66.1053753434752
0,2034,1046.8014221191406,446.00841522216797,1030.937957763672,446.31668853759766,66.11463804317518
0,2035,1049.9724960327146,446.0374069213867,1033.850715637207,446.43021392822266,66.10060512099332
0,2036,1052.9056930541992,447.0807189941406,1036.7162857055664,446.7912368774414,66.09905391898107
0,2037,1055.6921997070312,447.96385955810547,1039.550651550293,447.1143112182617,66.05700022553661
0,2038,1058.4032745361328,448.03348541259766,1042.1977462768557,447.3395462036133,66.04966256627381
0,2039,1062.2449493408203,448.9786911010742,1045.3500900268557,447.0308837890625,66.06005715157086
0,2040,1064.4128189086914,448.4674987792969,1047.8859481811523,447.24788665771484,66.07145462639122
0,2041,1067.198974609375,447.8449096679688,1050.861457824707,447.41270446777344,66.08228043636106
0,2042,1069.8139572143557,447.54304885864263,1054.0919418334959,447.6191749572754,66.0447207498532
0,2043,1073.4983978271484,448.1111297607422,1057.4363555908203,449.15177154541016,66.04424091309716
0,2044,1076.5791625976562,448.1404724121094,1060.613021850586,449.5362854003906,65.99956476451317
0,2045,1079.454620361328,448.6621856689453,1063.5027770996094,449.8639450073242,65.9918557853409
0,2046,1082.4945449829104,448.5611724853516,1066.4937210083008,449.55933380126953,65.93960676499674
0,2047,1086.6287460327146,449.3717498779297,1069.9425888061523,448.6723403930664,65.92657542477927
0,2048,1089.2746658325198,449.0356597900391,1073.1666412353516,448.6097259521485,65.89664994012473
0,2049,1103.4106826782229,422.1064987182617,1086.8114700317385,421.8957748413086,65.8948318291042
0,2050,1099.652717590332,422.28271484375,1083.1441040039062,422.0797729492188,65.85839335153203
0,2051,1095.946891784668,422.4252700805664,1079.3900375366209,422.07982635498047,65.8514266469167
0,2052,1092.5115737915041,422.71126174926763,1076.1145858764646,422.3720245361328,65.86146806650149
0,2053,1089.8121490478516,423.1637077331543,1072.7283020019534,423.0230522155762,65.87296746359827
0,2054,1086.155990600586,423.0070495605469,1069.3761749267578,423.6960678100586,65.88160047435697
0,2055,1082.4648361206057,422.71378707885737,1066.2958068847656,424.111946105957,65.89330859447271
0,2056,1079.4065856933594,423.05187225341797,1062.8399887084959,424.5321273803711,65.90412474363423
0,2057,1075.6758880615234,423.2880516052246,1059.4342727661133,424.24576950073237,65.91594335454847
0,2058,1072.0491333007812,423.46302032470703,1055.8982162475586,423.21666717529297,65.92707254870619
0,2059,1069.133316040039,424.4534378051758,1052.556381225586,423.2820587158203,65.93899732603357
0,2060,1065.8340454101562,425.3995513916016,1048.8392944335938,423.69820404052734,65.95132022921501
0,2061,1062.4786071777344,425.8694915771485,1045.2595901489258,424.40223693847656,65.96203952795463
0,2062,1058.3655548095703,425.6664581298828,1041.7574996948242,424.4994354248047,65.97284689439464
0,2063,1054.2893371582034,424.3159790039063,1037.7230911254885,424.4973907470703,65.98477959186836
0,2064,1050.3570251464844,424.64290618896484,1034.1057586669922,424.54381561279297,65.99611480488367
0,2065,1049.845672607422,425.5031051635742,1029.8410034179688,424.99405670166016,66.00662492352225
0,2066,1044.0740127563477,425.28211975097656,1027.5666198730466,425.02423095703125,66.01926648626035
0,2067,1040.8567123413086,425.4963073730469,1024.126922607422,425.1011199951172,66.03087906746305
0,2068,1036.9992294311523,425.02293395996094,1020.4371871948242,424.9911117553711,66.04259691294345
0,2069,1033.8249053955078,425.5420150756836,1016.8698043823242,425.29346466064453,66.0544514075641
0,2070,1030.2523803710938,425.8434143066406,1013.3281860351562,425.48314666748047,66.06610892742513
0,2071,1026.7457122802734,425.8579788208008,1009.529754638672,425.4396362304688,66.07531124231308
0,2072,1023.0889999999999,426.27057,1006.443,425.5328,66.07160744513551
0,2073,1019.5930000000001,426.66736,1002.8088,425.68355999999994,66.07028076478093
0,2074,1016.2029,426.43018,999.4174,425.69235,66.08210070779529
0,2075,1012.6148699999999,425.5214,996.12006,425.37347,66.0905955550962
0,2076,1009.2169,425.30532999999997,992.785,425.0652,66.09942723604478
0,2077,1005.50745,425.38254000000006,988.8244,424.88745,66.10997295010284
0,2078,1001.932,425.06726,985.4297,424.77518,66.12181527204109
0,2079,998.9489,424.8263,982.32965,424.51987,66.13396347580499
0,2080,995.2603,424.79572,978.6184699999999,424.37433,66.1445321182084
0,2081,991.4677,424.64044,974.8269,424.16232,66.1547383490285
0,2082,987.9314,424.39135999999996,971.1773,423.7625,66.16609294858854
0,2083,984.1974,424.04,967.4901,423.51845999999995,66.17591312657336
0,2084,981.03485,424.06085,964.2233,423.42346,66.18769368336565
0,2085,982.52655,423.90314000000006,966.1186,423.44925,66.19846876242464
0,2086,986.0355,424.0812,969.8685,423.59918,66.20927336985575
0,2087,989.5994,424.61185,973.252,424.02875,66.22014048353657
0,2088,992.9830000000001,425.3177,976.79486,424.82635,66.23166210062519
0,2089,997.1002,425.25464000000005,980.6944599999999,424.88672,66.24337036729825
0,2090,1000.75995,425.39337,984.4223,425.22763,66.25523875259087
0,2091,1004.5015,426.11800000000005,988.1049,425.7343,66.26722457014446
0,2092,1007.8174,426.22784,991.6267,425.90576,66.27891725873604
0,2093,1011.6266,426.08765,995.2557,425.92264000000006,66.2907332801557
0,2094,1015.50525,426.46292,999.09424,425.86032,66.30269442656356
0,2095,1017.0479049682616,426.8234100341797,1002.5098419189453,426.39949798583984,66.31336719406697
0,2096,1022.5024400000001,427.39685,1006.1766,426.6337,66.32435557131218
0,2097,1026.3871,427.5029,1009.8843,427.08185,66.33461357977602
0,2098,1029.4396,427.43715999999995,1013.50903,427.39599999999996,66.34648133064822
0,2099,1032.9176,428.1187,1016.9187599999999,428.0757,66.35832481213137
