Unnamed: 0,number,point_2_x,point_2_y,point_l_x,point_l_y,speed
0,1,1368.035186767578,385.30704498291016,1347.1730575561526,387.06739807128906,37.2807426
0,2,1367.0192794799805,385.18932342529297,1346.2398910522459,386.83394622802734,7.75295368152882
0,3,1365.855224609375,385.0651550292969,1345.1270980834959,386.74668884277344,10.241564364818176
0,4,1364.7961,384.94937000000004,1344.2142,386.52914,13.183911277550662
0,5,1363.6934,384.97836,1343.3372,386.42752,15.972828302318351
0,6,1362.6538,384.90872,1342.2493,386.27597000000003,18.54073306350385
0,7,1361.5828,384.88657,1341.3308,386.0673,20.996336139343672
0,8,1360.6577,384.9563,1340.4806,385.99768,23.300348777095746
0,9,1359.6136,384.68866,1339.4731,385.56674,25.425100619835696
0,10,1358.5522,384.62237999999996,1338.3951,385.4509,27.413535652536716
0,11,1357.6257,384.45682,1337.493,385.23334,29.204622720081392
0,12,1356.0,385.0,1334.0,387.0,30.96542452306796
0,13,1355.7422,384.04602,1335.6816,384.79874,32.75465103446747
0,14,1354.8464,383.86505,1334.5804,384.94006,34.34116475419086
0,15,1353.9675,383.75034,1333.507,385.02353,35.86416376246639
0,16,1353.1052,383.68442000000016,1332.7197,384.97757,37.44339319517814
0,17,1352.2291,383.6961,1331.7893,385.16397,38.841535218533906
0,18,1351.3094,383.4858,1330.9633,384.94237999999996,40.13649082647055
0,19,1350.5912,383.55984,1330.1769,385.09512,41.4273871659699
0,20,1349.5447,383.45977999999997,1329.1760000000004,384.86615,42.68969861286227
0,21,1348.5671,383.44852000000003,1328.2820000000004,384.78616,43.882919534815976
0,22,1347.7596,383.486,1327.513,384.7098,44.903356750433865
0,23,1346.8209,383.56192000000004,1326.7046,384.64954,45.81773704204674
0,24,1345.7925,383.7228,1325.6486,384.68948,46.76864700058052
0,25,1344.889,383.70135,1324.8273,384.5734,47.86714531259066
0,26,1344.1671,383.85864,1323.9967,384.66852,48.79943077340904
0,27,1343.3802,383.70648,1323.0096,384.59985,49.76777801801485
0,28,1342.4352,383.65842000000004,1321.8596,384.7459,50.52085194034356
0,29,1341.5508,383.52887000000004,1320.9429,384.786,51.37480756591477
0,30,1340.5781,383.53467,1320.2036,384.77734,52.26352453711504
0,31,1339.8268,383.49915,1319.3563,384.82828,53.02499016471959
0,32,1338.9456,383.39114,1318.6211,384.8058,53.69976261348693
0,33,1338.0828,383.45302999999996,1317.7332,384.9446,54.49290717017674
0,34,1337.1742,383.3481,1316.7592,384.89044,55.135114273200024
0,35,1336.2427,383.47107,1315.9103,384.9576,55.81701841754289
0,36,1335.463,383.44977,1314.9324,384.88806,56.44264580546479
0,37,1334.3702,383.4746,1314.1803,384.80664,57.11618234202282
0,38,1333.3999,383.4588,1313.3002,384.82358,57.80695034261268
0,39,1332.5408,383.45502,1312.144,384.8988,58.47558644266021
0,40,1331.6289,383.6286,1311.2494,385.08276,59.048016075231885
0,41,1330.685,383.5715,1310.3235,385.02716000000004,59.63617280061066
0,42,1329.8237,383.83795,1309.3998,385.31557999999995,60.20177916324686
0,43,1328.9806,383.96002000000004,1308.6598,385.35323999999997,60.71214213192524
0,44,1328.0868,384.09595,1307.7646,385.4076,61.30289551687749
0,45,1327.1859,384.1761,1306.9946,385.4537,61.826205985408784
0,46,1326.3312,384.25006,1306.1942,385.46957000000003,62.299895444523344
0,47,1325.4816,384.27567,1305.292,385.54474,62.750392423597745
0,48,1324.5609,384.32236,1304.3512,385.53897,63.20892762893834
0,49,1323.7598,384.4541,1303.5587,385.62198,63.73279881025175
0,50,1322.9789,384.4785,1302.6969,385.65762,64.28668776984341
0,51,1322.1108,384.38812,1301.8788,385.6436,64.84874855902271
0,52,1321.3013,384.44595,1301.1241,385.58566,65.26382902884916
0,53,1320.4397,384.4592,1300.2555,385.69055,65.73155061099958
0,54,1319.5477,384.4264,1299.3616,385.7189,66.2116942358674
0,55,1318.6744,384.41296,1298.4832,385.80566,66.73965153165075
0,56,1317.7568,384.39727999999997,1297.6012,385.82217,67.24293057659732
0,57,1316.9355,384.46152,1296.8585,385.86642,67.65983389392079
0,58,1316.2075,384.4844,1296.0802,385.8684,68.13647218481245
0,59,1315.3263,384.49402000000003,1295.2198,385.84583,68.55031308322228
0,60,1314.516,384.64232999999996,1294.1014,386.11832000000004,69.00300094051093
0,61,1313.6648,384.60657000000003,1293.2664,385.99677,69.46883445872848
0,62,1312.8291,384.63916,1292.333,386.1517,69.84695630622262
0,63,1312.0089,384.61422999999996,1291.5658,386.08365,70.28672297191014
0,64,1311.185,384.57217,1290.8743,385.96265,70.71271567102062
0,65,1310.3939,384.57858,1290.2468,385.89835,71.14418233225085
0,66,1309.5164,384.49515,1289.4281,385.8101,71.50910430079595
0,67,1308.6135,384.46637000000004,1288.517,385.73306,71.91459294140026
0,68,1307.6794,384.385,1287.652,385.76105,72.29248177325806
0,69,1306.8486,384.3082,1286.7906,385.6681,72.69499193665047
0,70,1306.0028,384.26727,1285.9718,385.60042999999996,73.08027513261986
0,71,1305.2316,384.2971,1284.9866,385.76822000000004,73.47147004511254
0,72,1304.281,384.29132000000004,1284.0723,385.76587,73.80954431217506
0,73,1303.4315,384.2459,1283.2445,385.84457000000003,74.18488845692285
0,74,1302.4459,384.29785,1281.9692,385.98474,74.54261057086748
0,75,1301.6239,384.30087000000003,1281.2906,385.93588,74.90241713096181
0,76,1300.8452,384.28348,1280.3658,386.14304,75.13854410568277
0,77,1299.9565,384.16937,1279.505,385.94232,75.49150607809568
0,78,1299.0422,384.0769,1278.7971,385.9432,75.79132704297709
0,79,1298.3439,384.0328,1277.9489,385.8985,76.07949826052416
0,80,1297.2953,383.80286,1277.1924,385.68826,76.35412125187165
0,81,1296.5521,383.7387,1276.2749,385.57605,76.64774192913472
0,82,1295.6655,383.6153,1275.4122,385.52774,76.96233059957504
0,83,1294.846,383.5255,1274.4387,385.42435,77.26224313329489
0,84,1293.8081,383.34286000000003,1273.5442,385.22467,77.57464712770637
0,85,1292.8525,383.334,1272.7422,385.1791,77.8462560255292
0,86,1291.866,383.2529,1271.8506,385.04812999999996,78.14773866342112
0,87,1290.9335,383.15842000000004,1270.6539,385.0322,78.39636716641203
0,88,1290.0499,383.10275,1269.7822,384.90814,78.68308830406299
0,89,1289.1462,382.92435,1268.7930000000001,384.81644,78.90710293369523
0,90,1288.2656,382.74222000000003,1267.9285,384.6655,79.17863950334944
0,91,1287.2289,382.44736,1266.9844,384.3015,79.45103698882323
0,92,1286.3359,382.3512,1266.0463,384.08902,79.66088016960154
0,93,1285.5283,382.0085,1265.0884,383.99667,79.89320083088938
0,94,1284.5610000000001,381.77396,1260.5947,383.60446,80.15329402752239
0,95,1283.5823,381.52142000000003,1263.3546,383.62335,80.3640100524381
0,96,1282.646,381.51800000000003,1262.4353,383.65542999999997,80.62396905248968
0,97,1281.6376,381.55685,1261.0804,383.93146,80.81585017107983
0,98,1280.6311,381.51147000000003,1260.0918,384.02008,81.02935726687001
0,99,1279.7915,381.63699999999994,1259.0835,384.31876,81.21991991551832
