0,0,1
0,0.063492,1
0,0.12698,1
0,0.19048,1
0,0.25397,1
0,0.31746,1
0,0.38095,1
0,0.44444,1
0,0.50794,1
0,0.57143,1
0,0.63492,1
0,0.69841,1
0,0.7619,1
0,0.8254,1
0,0.88889,1
0,0.95238,1
0,1,0.98413
0,1,0.92063
0,1,0.85714
0,1,0.79365
0,1,0.73016
0,1,0.66667
0,1,0.60317
0,1,0.53968
0,1,0.47619
0,1,0.4127
0,1,0.34921
0,1,0.28571
0,1,0.22222
0,1,0.15873
0,1,0.095238
0,1,0.031746
0.031746,1,0
0.095238,1,0
0.15873,1,0
0.22222,1,0
0.28571,1,0
0.34921,1,0
0.4127,1,0
0.47619,1,0
0.53968,1,0
0.60317,1,0
0.66667,1,0
0.73016,1,0
0.79365,1,0
0.85714,1,0
0.92063,1,0
0.98413,1,0
1,0.95238,0
1,0.88889,0
1,0.8254,0
1,0.7619,0
1,0.69841,0
1,0.63492,0
1,0.57143,0
1,0.50794,0
1,0.44444,0
1,0.38095,0
1,0.31746,0
1,0.25397,0
1,0.19048,0
1,0.12698,0
1,0.063492,0
1,0,0
